@relation 10-spell-checked.arff

@attribute id numeric
@attribute color {x,black,'dark gray','light gray',white}
@attribute text string
@attribute score {0,1,2}

@data
26840,'light gray','the light gray because than i wont get to hot in the doghouse when its sunny out side because it wont absorb to much energy, but when its cold outside it will still be a little warm because i t absorbing energy, so it would always be the perfect temperature for the dog',1
26841,white,'because the whit well not be as heated in the doghouse unlike black because that welll heat the whole doghouse',0
26842,white,'Brandi and jerry should use white because it absorbs less heat than the darker colors.',1
26843,'dark gray','The color might affect the doghouse by making the inside temmperature warmer than the temperature outside by more than it would if you used white, or light grey. because in the experiment, th e dark grey absorbed more heat, getting an average of 48 degrees C. compa red to light greeks 45 degrees and whites 42. Black absorbs more energy, at about 53 degrees C., but the dog might cook if its sitting in the doghouse during the summer.',2
26844,white,'because if u have a lighter color then the temperture would be colder',1
26845,'light gray','I chose light grey because the inside of the doghouse wouldn\'t be too hot for the dog, or too cold. According to the data, the result of light grey had an average temperature of 45 degrees  C w hile the black paint would be too hot at an average of &#8776; 53 degrees  C and the white paint could maybe be too cold with an average temperature of 42 degrees  C',2
26846,'light gray','If darker colors absorb more heat, then I\'m g uessing that that means it absorbs cold temperatures too. So to keep it a t an even balance, I would say the color light gray is the best choice.',0
26847,black,'Painting the doghouse black would make the air inside it warmer. In Brandi and Jerry\'s experiment, the average air te mperate of the can with a black lid was 53 degrees C, whereas the dark gray was only 48 degrees C, the light gray was only 45 degrees C, and the white lid was only 42 degrees C. Therefore, the black lid made the air the warmest so a doghouse painted black will have the warmest inner temperature.',2
26848,white,'If the color of the doghouse is white, then i t would be colder inside the doghouse and when it is warm and sunny outs ide the dog in the doghouse will not get to hot. The results from the experiment support my desicion because in the experiment with a white lid th e temperature inside the glass jar was 42 degrees C and all the other temperature averages were a higher temperature than 42 degrees C.',2
26849,'dark gray','In the experiment, the dark gray lid made the air temperature inside the jar an average of 48 degrees (c). If the doghouse was black the air temperature would be an average of 53 degrees (c). If th e doghouse was white the average temperature would be 42 degrees (c). If the doghouse was dark gray then the dog wouldn\'t be too hot or too cold.',1
26850,black,'It would affect it by making the doghouse more warm when the sun is out. The reason I would use this color is because when its cold outside during the day, the black will absorb more energy from the sun and make it warmer for the dog.',1
26851,black,'in the daytime the doghouse will be warmer',1
26852,white,'This color through off more heat than the res t of them.',0
26853,white,'This color might affect the doghouse because the doghouse might stay cool for the dog and they wont burn up in the dark colors.',1
26854,'light gray','During the summer, the doghouse will stay a l ot cooler than it would with it painted black, but in the winter, it woul d be better to have light gray so that the doghouse would be warmer.',1
26855,white,'i would choose white because you don\'t want t he dog to get too warm.',1
